hour,timestamp,Tair_C,Tinternal_C,T110_C,T60_C,T35_C,T20_C,T15_C,T10_C,T5_C,T0_C,T15s_C,T40s_C,Site_Name
12/25/23 05:00,2023-12-25T10:27:51Z,-0.14285714285714288,1.4314285714285713,0.4828571428571429,0.5257142857142857,0.44857142857142857,1.52,0.25857142857142856,0.13857142857142857,0.2842857142857143,0.21571428571428572,0.6985714285714285,1.897142857142857,A4
12/25/23 06:00,2023-12-25T11:28:30Z,-0.1625,1.41,0.48625,0.555,0.4475,1.33125,0.28125,0.14500000000000002,0.29625,0.2125,0.7275,1.9024999999999999,A4
12/25/23 07:00,2023-12-25T12:29:08Z,-0.14285714285714288,1.4228571428571428,0.4928571428571429,0.5628571428571428,0.45714285714285713,1.5914285714285714,0.2857142857142857,0.16428571428571428,0.29428571428571426,0.21571428571428572,0.6985714285714285,1.88,A4
12/25/23 08:00,2023-12-25T13:30:00Z,-0.0625,1.44,0.65875,0.6975,0.5875,1.58625,0.4325,0.2725,0.4325,0.28,0.72,1.88,A4
12/25/23 09:00,2023-12-25T14:31:00Z,0.17142857142857143,1.5442857142857143,0.9214285714285714,0.9028571428571428,0.7771428571428571,1.8228571428571427,0.5928571428571429,0.4471428571428571,0.5542857142857143,0.36,0.7242857142857143,1.88,A4
12/25/23 10:00,2023-12-25T15:27:34Z,0.37142857142857144,1.6985714285714286,1.0642857142857143,1.0814285714285714,0.9571428571428572,2.0114285714285716,0.7685714285714286,0.5885714285714286,0.69,0.39714285714285713,0.7157142857142856,1.88,A4
12/25/23 11:00,2023-12-25T16:28:15Z,0.475,1.8699999999999999,1.19625,1.2275,1.1275,2.0637499999999998,0.90125,0.72875,0.7825,0.455,0.7275,1.8875,A4
12/25/23 12:00,2023-12-25T17:29:00Z,0.6285714285714286,2.0185714285714287,1.4042857142857141,1.42,1.3671428571428572,2.224285714285714,1.09,0.9371428571428572,0.9842857142857143,0.5700000000000001,0.7328571428571429,1.8885714285714286,A4
12/25/23 13:00,2023-12-25T18:30:00Z,0.725,2.2199999999999998,1.44625,1.50125,1.43,2.48625,1.22,1.05625,1.09625,0.61875,0.72,1.88,A4
12/25/23 14:00,2023-12-25T19:30:51Z,0.9714285714285714,2.447142857142857,1.7257142857142858,1.8214285714285714,1.8571428571428572,2.797142857142857,1.5114285714285713,1.3485714285714285,1.3757142857142857,0.7971428571428572,0.75,1.88,A4
12/25/23 15:00,2023-12-25T20:27:25Z,1.1,2.6814285714285715,1.8242857142857143,1.9557142857142857,2.0542857142857143,3.2342857142857144,1.6614285714285715,1.5114285714285713,1.5371428571428571,0.9128571428571428,0.7414285714285714,1.88,A4
