timestamp,air_temp,Rel_hum,Dis_m,Sen_temp,T110_C,T60_C,T35_C,T20_C,T15_C,T10_C,T5_C,T0_C,T15s_C,T40s_C,Site_Name,T100_C,T50_C,T25_C,T5s_C,T10s_C,T25s_C,T50s_C,hour
2023-11-30T04:01:00Z,-8.1,74.4,NA,-5.69,-7.81,-7.75,-7.81,-7.56,-7.94,-7.75,-5.88,-1.63,2.25,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T04:00:00Z
2023-11-30T05:06:00Z,-8.5,72.2,NA,-6.63,-8.44,-8.44,-8.63,-7.5,-8.81,-8.63,-6.75,-1.88,2.25,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T05:00:00Z
2023-11-30T06:02:00Z,-8.5,70.3,NA,-7.06,-7.75,-7.75,-7.88,-7.75,-8,-7.81,-6,-1.81,2.25,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T06:00:00Z
2023-11-30T07:07:00Z,-8.1,69.9,NA,-7.06,-8.06,-8.06,-8.25,-8,-8.38,-8.19,-6.25,-1.81,2.25,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T07:00:00Z
2023-11-30T08:03:00Z,-8.6,71.1,NA,-7.38,-8.38,-8.5,-8.69,-8.5,-8.88,-8.75,-6.94,-2,2.19,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T08:00:00Z
2023-11-30T09:00:00Z,-8.8,72.5,NA,-7.56,-8.31,-8.31,-8.5,-7.44,-8.75,-8.44,-6.38,-1.94,2.19,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T09:00:00Z
2023-11-30T10:05:00Z,-8.1,72.3,NA,-7.25,-7.25,-7.06,-7.13,-5.88,-7.06,-6.88,-5.13,-1.56,2.19,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T10:00:00Z
2023-11-30T11:01:00Z,-8,72,NA,-6.94,-7.31,-7.25,-7.31,-6.13,-7.31,-7.13,-5.63,-1.69,2.19,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T11:00:00Z
2023-11-30T12:06:00Z,-7.7,71.7,NA,-6.69,-7.25,-7.06,-7.06,-6.81,-6.94,-6.69,-4.75,-1.38,2.13,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T12:00:00Z
2023-11-30T13:02:00Z,-7.6,70.6,NA,-6.56,-7,-6.88,-6.81,-6.25,-6.69,-6.5,-4.69,-1.38,2.13,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T13:00:00Z
2023-11-30T14:07:00Z,-7.4,70.1,NA,-6.25,-6.75,-6.56,-6.63,-6.25,-6.44,-6.31,-4.69,-1.38,2.06,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T14:00:00Z
2023-11-30T15:04:00Z,-7.2,71.6,NA,-6,-6.69,-6.5,-6.56,-6.06,-6.38,-6.13,-4.31,-1.25,2.06,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T15:00:00Z
2023-11-30T16:00:00Z,-6.9,69.9,NA,-5.75,-6.25,-6.06,-6.06,-5.63,-5.94,-5.69,-3.88,-1.13,2.06,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T16:00:00Z
2023-11-30T17:05:00Z,-6.7,71.4,NA,-5.5,-6,-5.81,-5.88,-4.63,-5.75,-5.56,-4.06,-1.06,2.06,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T17:00:00Z
2023-11-30T18:01:00Z,-5.7,71.5,NA,-4.81,-5.19,-5,-5.06,-4.69,-4.94,-4.75,-3.25,-0.81,2.06,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T18:00:00Z
2023-11-30T19:06:00Z,-4,66.7,NA,-3.25,-3.88,-3.69,-3.75,-2.81,-3.63,-3.5,-2.13,-0.5,2.06,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T19:00:00Z
2023-11-30T20:03:00Z,-3.5,65.7,NA,-2.13,-3.19,-3.06,-3.19,-1.75,-3.13,-3,-2,-0.31,2.06,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T20:00:00Z
2023-11-30T21:07:00Z,-2.5,61.6,NA,0,-2.06,-2,-2.13,-0.75,-1.94,-1.81,-0.81,0.06,2.06,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T21:00:00Z
2023-11-30T22:04:00Z,0,58.1,NA,5.63,-0.19,1,0.44,3.25,1.38,1.5,0.88,0.19,2.19,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T22:00:00Z
2023-11-30T23:01:00Z,0.5,57.6,NA,6.63,-0.06,0.31,0,0.75,0.13,0.06,-0.13,0.13,2.13,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-11-30T23:00:00Z
2023-12-01T00:06:00Z,-0.7,62.2,1.218944301,5.81,0.31,0.38,0.31,1.13,0.25,0,-0.19,0.13,2.13,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T00:00:00Z
2023-12-01T01:10:00Z,-0.4,64.6,1.279040009,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T01:00:00Z
2023-12-01T02:01:00Z,-1.4,66.6,1.354514093,2.5,-1.44,-1.56,-1.75,-1.44,-2.19,-2.38,-1.94,-0.25,2.44,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T02:00:00Z
2023-12-01T03:05:00Z,-1.8,66.8,NA,0.5,-1.31,-1.75,-2.19,-2.31,-2.88,-3.13,-2.56,-0.5,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T03:00:00Z
2023-12-01T04:02:00Z,-2.1,67.9,NA,-0.44,-1.69,-2.13,-2.44,-2.5,-3.25,-3.44,-2.69,-0.63,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T04:00:00Z
2023-12-01T05:07:00Z,-2.9,70.2,NA,-1.13,-1.88,-2.25,-2.5,-1.56,-3.06,-3.19,-2.56,-0.63,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T05:00:00Z
2023-12-01T06:04:00Z,-2.1,67.7,NA,-1.25,-1.38,-1.75,-2,-1.13,-2.69,-2.88,-2.31,-0.56,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T06:00:00Z
2023-12-01T07:00:00Z,-2.5,68.9,NA,-1.44,-2.06,-2.44,-2.88,-2.13,-3.56,-3.75,-2.88,-0.75,2.31,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T07:00:00Z
2023-12-01T08:05:00Z,-2.6,69.2,NA,-1.81,-2.19,-2.56,-2.81,-2.81,-3.13,-3.25,-2.69,-0.69,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T08:00:00Z
2023-12-01T09:02:00Z,-2.3,69.4,NA,-1.56,-1.38,-1.88,-2.13,-1,-2.5,-2.69,-2.25,-0.56,2.31,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T09:00:00Z
2023-12-01T10:07:00Z,-1.1,68.2,NA,-1,-1,-1.25,-1.5,-0.56,-2,-2.19,-1.88,-0.5,2.5,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T10:00:00Z
2023-12-01T11:03:00Z,-1,69.6,NA,-0.63,0.31,0.06,-0.38,0.69,-0.88,-1.19,-1.13,-0.25,2.38,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T11:00:00Z
2023-12-01T12:00:00Z,0.5,66.6,1.215491101,0.25,0.63,0.44,-0.06,0.75,-0.88,-1.19,-1,-0.13,2.25,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T12:00:00Z
2023-12-01T13:05:00Z,1.2,66.5,1.360314351,1.25,1.94,1.69,1.31,2.56,0.63,0.19,-0.31,0.06,2.31,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T13:00:00Z
2023-12-01T14:01:00Z,1,67.3,1.362473676,1.63,1.13,0.94,0.63,1.69,-0.13,-0.56,-0.63,0,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T14:00:00Z
2023-12-01T15:06:00Z,0.6,68.9,1.358660209,1.38,1.19,0.75,0.31,0.63,-0.44,-0.81,-0.75,-0.13,2.31,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T15:00:00Z
2023-12-01T16:03:00Z,0.6,69.1,NA,1.56,0.88,0.56,0.25,0.25,-0.25,-0.56,-0.5,0,2.31,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T16:00:00Z
2023-12-01T17:00:00Z,0.8,69.3,NA,1.63,0.88,0.44,0,0,-0.63,-0.94,-0.81,-0.06,2.38,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T17:00:00Z
2023-12-01T18:05:00Z,2.2,66,NA,2.19,2.88,3.13,2.5,2.81,1.63,1.31,0.81,0.25,2.38,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T18:00:00Z
2023-12-01T19:01:00Z,5.3,59,1.218913292,4.63,4.25,4.38,4.38,4.38,3.94,3.31,2,0.38,2.56,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T19:00:00Z
2023-12-01T20:06:00Z,5.8,56.9,1.342208771,7.25,5.69,5.94,5.19,6.69,5.38,4.94,3.25,1.19,2.44,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T20:00:00Z
2023-12-01T21:03:00Z,7,55,1.215079339,9.56,5.63,5.81,5.38,5.56,5,4.44,3.19,1.38,2.44,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T21:00:00Z
2023-12-01T22:00:00Z,6.5,56.1,1.341377652,11.38,5.63,5.69,5.31,6,4.94,4.56,3.63,1.75,2.56,3.44,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T22:00:00Z
2023-12-01T23:05:00Z,6.3,57.1,1.234671579,10.69,5.88,5.81,5.44,5.5,5,4.56,3.63,2.13,2.63,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-01T23:00:00Z
2023-12-02T00:02:00Z,5,60.6,1.27074449,9.5,5.13,4.75,4.19,3.75,3.44,3,2.56,1.75,2.75,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T00:00:00Z
2023-12-02T01:07:00Z,4.3,62.6,1.30386983,7.63,4.5,4.38,4.13,4.38,2.94,2.44,2.13,1.63,2.81,3.5,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T01:00:00Z
2023-12-02T02:04:00Z,3.1,65.9,1.232246519,6.19,3.63,3.56,3.31,3.69,2.38,1.94,1.75,1.5,2.88,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T02:00:00Z
2023-12-02T03:01:00Z,3.3,65.7,1.240024996,5.25,3.75,3.5,3.13,3.69,2.63,2.31,2.19,1.69,2.88,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T03:00:00Z
2023-12-02T04:06:00Z,2.4,78.1,1.206892523,4.5,1.94,1.88,1.56,2.63,1.25,1.13,1.25,1.31,3,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T04:00:00Z
2023-12-02T05:03:00Z,2,84.7,1.175092724,3.88,2.25,2.13,1.75,3.56,1.38,1.19,1.25,1.31,3.06,3.56,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T05:00:00Z
2023-12-02T06:00:00Z,1.4,86.4,1.183443094,3.38,1.75,1.63,1.38,3,1.06,0.94,1.06,1.31,3.06,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T06:00:00Z
2023-12-02T07:05:00Z,1.4,86.6,1.181118059,3.06,1.69,1.63,1.31,2.63,0.88,0.69,0.88,1.25,3.06,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T07:00:00Z
2023-12-02T08:01:00Z,1.1,87.2,1.185452077,2.75,1.63,1.56,1.31,1.5,0.94,0.75,1,1.38,3.06,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T08:00:00Z
2023-12-02T09:06:00Z,1.1,87.6,1.19026559,2.69,1.75,1.69,1.38,2.75,1,0.81,1,1.38,3.06,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T09:00:00Z
2023-12-02T10:03:00Z,1,87.7,1.190380472,2.63,1.56,1.63,1.44,3.13,1.13,0.94,1.13,1.5,3.06,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T10:00:00Z
2023-12-02T11:00:00Z,0.9,87.8,1.186678972,2.56,1.63,1.63,1.44,2.81,1,0.94,1.06,1.5,3.13,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T11:00:00Z
2023-12-02T12:05:00Z,1,88,1.187891178,2.5,1.5,1.5,1.31,2.06,1,0.81,1.06,1.5,3.13,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T12:00:00Z
2023-12-02T13:01:00Z,0.9,88.1,1.188504122,2.44,1.63,1.56,1.31,1.63,0.94,0.81,1.06,1.5,3.13,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T13:00:00Z
2023-12-02T14:06:00Z,1,88.2,1.188720943,2.5,1.44,1.31,1.06,1.63,0.75,0.69,0.94,1.44,3.13,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T14:00:00Z
2023-12-02T15:03:00Z,0.8,88.2,1.250994588,2.44,1.44,1.38,1.19,2.69,0.94,0.81,1.06,1.5,3.13,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T15:00:00Z
2023-12-02T16:00:00Z,1.1,88.3,1.230931476,2.5,1.69,1.63,1.38,1.75,1.06,0.94,1.13,1.56,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T16:00:00Z
2023-12-02T17:05:00Z,1.2,88.4,1.234310129,2.63,1.88,1.81,1.56,3.5,1.31,1.13,1.31,1.56,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T17:00:00Z
2023-12-02T18:01:00Z,1.4,88.4,1.195732568,2.75,1.88,1.75,1.63,3.44,1.31,1.13,1.31,1.63,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T18:00:00Z
2023-12-02T19:06:00Z,1.8,88.5,1.189456919,3.13,1.94,2,1.81,2.5,1.63,1.44,1.56,1.88,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T19:00:00Z
2023-12-02T20:03:00Z,2,88.5,1.189224428,3.44,2.5,2.31,2.13,3.63,1.94,1.75,1.94,2.13,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T20:00:00Z
2023-12-02T21:00:00Z,2,88.2,1.207346259,3.69,2.56,2.5,2.31,3.63,2.06,1.94,2.13,2.31,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T21:00:00Z
2023-12-02T22:05:00Z,2,87.9,1.243257412,3.75,2.5,2.38,2.19,2.88,1.94,1.81,2,2.19,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T22:00:00Z
2023-12-02T23:01:00Z,2.1,87.6,1.232342184,4,2.88,2.88,2.63,3.69,2.44,2.38,2.56,2.81,3.19,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-02T23:00:00Z
2023-12-03T00:06:00Z,2.2,86.7,1.222254446,4.31,2.25,2.19,2,2.5,1.75,1.63,1.94,2.31,3.25,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T00:00:00Z
2023-12-03T01:03:00Z,1.4,87.7,1.238745726,3.75,1.94,2,1.81,3.13,1.56,1.44,1.75,2.19,3.25,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T01:00:00Z
2023-12-03T02:00:00Z,1.1,88,1.224126164,3.25,1.75,1.88,1.75,2.13,1.56,1.38,1.63,2,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T02:00:00Z
2023-12-03T03:05:00Z,0.8,88.2,1.308061574,2.75,1.38,1.44,1.31,1.75,1.13,1,1.31,1.81,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T03:00:00Z
2023-12-03T04:01:00Z,1,88,1.280161015,2.56,1.5,1.5,1.38,1.88,1.19,1.06,1.31,1.75,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T04:00:00Z
2023-12-03T05:06:00Z,0.9,87.5,1.280923052,2.5,1.5,1.56,1.44,3.25,1.25,1.06,1.38,1.75,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T05:00:00Z
2023-12-03T06:03:00Z,0.6,87.9,1.222180611,2.25,1.38,1.44,1.38,3.13,1.19,1.06,1.31,1.63,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T06:00:00Z
2023-12-03T07:00:00Z,0.6,87.5,1.226989734,2.19,1.13,1.06,0.94,1.44,0.75,0.69,1,1.56,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T07:00:00Z
2023-12-03T08:05:00Z,0.6,87.5,1.227984725,2.13,0.94,0.94,0.81,2.25,0.63,0.5,0.81,1.31,3.25,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T08:00:00Z
2023-12-03T09:01:00Z,0.3,87.6,1.234272792,1.75,1,1,0.88,1.38,0.69,0.63,0.88,1.31,3.25,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T09:00:00Z
2023-12-03T10:06:00Z,0.6,87.7,1.238929626,1.88,1.13,1.06,0.94,1.38,0.75,0.63,1,1.5,3.25,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T10:00:00Z
2023-12-03T11:03:00Z,1,87.1,1.242987555,2,1.31,1.38,1.25,1.63,1.06,0.94,1.19,1.63,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T11:00:00Z
2023-12-03T12:00:00Z,0.3,87.5,1.244382989,2,0.81,0.88,0.75,2.19,0.63,0.56,0.88,1.5,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T12:00:00Z
2023-12-03T13:05:00Z,0.5,88,1.243677363,2,1.13,1.19,1.06,2.56,0.88,0.75,1,1.56,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T13:00:00Z
2023-12-03T14:01:00Z,0.3,88.2,1.239907984,1.94,0.94,1,0.88,2.06,0.69,0.63,0.94,1.5,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T14:00:00Z
2023-12-03T15:06:00Z,0.1,88.3,1.237963347,1.88,0.81,0.94,0.81,1.31,0.69,0.56,0.81,1.38,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T15:00:00Z
2023-12-03T16:03:00Z,0,88.4,1.2427063,1.69,0.56,0.69,0.56,1,0.44,0.31,0.69,1.38,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T16:00:00Z
2023-12-03T17:00:00Z,-0.2,88.4,1.234137385,1.56,0.25,0.38,0.31,0.75,0.19,0.13,0.5,1.19,3.25,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T17:00:00Z
2023-12-03T18:04:00Z,-0.6,88.4,1.230916206,1.25,0.06,0.19,0.13,1.19,0.06,-0.06,0.31,1.06,3.44,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T18:00:00Z
2023-12-03T19:01:00Z,-0.7,88.4,1.230855808,1.19,0,0.13,0,1.31,-0.06,-0.13,0.25,1.06,3.44,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T19:00:00Z
2023-12-03T20:06:00Z,-0.6,88.4,1.231578078,1.19,-0.06,0.06,-0.06,1.38,-0.06,-0.13,0.25,1.06,3.44,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T20:00:00Z
2023-12-03T21:03:00Z,-0.7,88.5,1.2485576329999999,1.25,-0.31,-0.19,-0.25,1.13,-0.25,-0.38,0.13,0.94,3.44,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T21:00:00Z
2023-12-03T22:07:00Z,-1.1,88.4,1.266652109,1,-0.5,-0.44,-0.44,0,-0.5,-0.56,-0.13,0.69,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T22:00:00Z
2023-12-03T23:04:00Z,-1.3,88.4,1.243546446,0.81,-0.63,-0.63,-0.63,-0.31,-0.69,-0.75,-0.31,0.5,3.13,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-03T23:00:00Z
2023-12-04T00:01:00Z,-1.3,88.4,NA,0.69,-0.56,-0.56,-0.63,0.81,-0.69,-0.75,-0.25,0.56,3.13,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T00:00:00Z
2023-12-04T01:06:00Z,-0.9,88.4,NA,0.81,-0.25,-0.19,-0.25,0.63,-0.31,-0.38,0.13,0.75,3.31,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T01:00:00Z
2023-12-04T02:02:00Z,-1,88.4,NA,0.81,-0.31,-0.13,-0.19,0.5,-0.31,-0.44,0.06,0.75,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T02:00:00Z
2023-12-04T03:07:00Z,-1,88.4,NA,0.69,-0.25,-0.13,-0.25,0.19,-0.38,-0.44,0.06,0.81,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T03:00:00Z
2023-12-04T04:04:00Z,-1,88.3,NA,0.63,-0.38,-0.31,-0.38,0.81,-0.5,-0.56,0,0.81,3.25,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T04:00:00Z
2023-12-04T05:01:00Z,-1.1,88.1,NA,0.56,-0.38,-0.31,-0.38,0.81,-0.44,-0.56,0,0.88,3.19,3.81,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T05:00:00Z
2023-12-04T06:06:00Z,-1,87.3,NA,0.56,-0.38,-0.25,-0.31,-0.06,-0.44,-0.5,0,0.88,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T06:00:00Z
2023-12-04T07:02:00Z,-1.1,87.2,NA,0.5,-0.44,-0.31,-0.38,0.88,-0.5,-0.56,0,0.88,3.19,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T07:00:00Z
2023-12-04T08:07:00Z,-1.1,87.2,NA,0.5,-0.25,-0.19,-0.25,1,-0.38,-0.5,0.06,0.81,3.19,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T08:00:00Z
2023-12-04T09:04:00Z,-1,87.5,NA,0.5,-0.44,-0.38,-0.38,0.81,-0.5,-0.56,0,0.81,3.19,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T09:00:00Z
2023-12-04T10:01:00Z,-1.1,87.6,NA,0.5,-0.5,-0.38,-0.44,0.81,-0.56,-0.63,-0.06,0.75,3.13,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T10:00:00Z
2023-12-04T11:05:00Z,-1.2,87.5,NA,0.38,-0.63,-0.5,-0.56,0.63,-0.63,-0.69,-0.06,0.75,3.06,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T11:00:00Z
2023-12-04T12:02:00Z,-1.2,87.4,NA,0.38,-0.69,-0.56,-0.63,0.69,-0.69,-0.69,-0.06,0.75,3.06,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T12:00:00Z
2023-12-04T13:07:00Z,-1.7,87.6,NA,0.19,-1.31,-1.25,-1.31,-0.13,-1.31,-1.19,-0.25,0.63,2.81,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T13:00:00Z
2023-12-04T14:04:00Z,-2.1,87.6,NA,-0.13,-1.38,-1.5,-1.56,-0.25,-1.56,-1.38,-0.44,0.56,2.75,3.75,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T14:00:00Z
2023-12-04T15:00:00Z,-2.4,87.5,NA,-0.38,-1.56,-1.69,-1.75,-0.5,-1.69,-1.44,-0.44,0.56,2.75,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T15:00:00Z
2023-12-04T16:05:00Z,-2.5,87.3,NA,-0.63,-2,-1.94,-2,-0.75,-1.94,-1.56,-0.5,0.56,2.69,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T16:00:00Z
2023-12-04T17:02:00Z,-2.8,87.3,NA,-0.88,-2.25,-2.19,-2.25,-0.81,-2.13,-1.69,-0.56,0.56,2.69,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T17:00:00Z
2023-12-04T18:07:00Z,-2.9,87.2,NA,-1.06,-2.31,-2.19,-2.25,-0.88,-2.13,-1.69,-0.56,0.56,2.69,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T18:00:00Z
2023-12-04T19:03:00Z,-2.9,86.9,NA,-1,-2.13,-2.19,-2.25,-0.81,-2,-1.63,-0.56,0.56,2.69,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T19:00:00Z
2023-12-04T20:00:00Z,-2.9,86.3,NA,-0.88,-2.25,-2.19,-2.25,-1.38,-2,-1.56,-0.5,0.56,2.69,3.69,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T20:00:00Z
2023-12-04T21:05:00Z,-2.8,85.7,NA,-0.75,-2.31,-2.31,-2.38,-1.75,-2,-1.56,-0.5,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T21:00:00Z
2023-12-04T22:01:00Z,-3.2,85.6,NA,-0.81,-2.5,-2.31,-2.44,-1.88,-2.19,-1.75,-0.56,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T22:00:00Z
2023-12-04T23:06:00Z,-2.6,85.1,NA,-0.69,-2.06,-2,-2.06,-1.38,-1.75,-1.5,-0.5,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-04T23:00:00Z
2023-12-05T00:03:00Z,-2,85.2,NA,-0.38,-2,-1.94,-2,-0.81,-1.75,-1.38,-0.38,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-05T00:00:00Z
2023-12-05T01:08:00Z,-2.9,86.2,NA,-0.63,-2.31,-2.25,-2.25,-0.88,-2.13,-1.69,-0.5,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-05T01:00:00Z
2023-12-05T02:04:00Z,-2.8,86.6,NA,-0.88,-2.13,-2.13,-2.19,-1.75,-2.13,-1.75,-0.63,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-05T02:00:00Z
2023-12-05T03:01:00Z,-2.6,87.3,NA,-1,-1.63,-1.75,-1.81,-0.56,-1.81,-1.56,-0.56,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-05T03:00:00Z
2023-12-05T04:06:00Z,-2.3,87.2,NA,-0.88,-1.69,-1.81,-1.88,-1.25,-1.81,-1.56,-0.5,0.56,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-05T04:00:00Z
2023-12-05T05:02:00Z,-2.6,87.1,NA,-0.94,-1.88,-2,-2.06,-0.81,-2,-1.69,-0.56,0.5,2.75,3.63,A4,NA,NA,NA,NA,NA,NA,NA,2023-12-05T05:00:00Z
