hour,timestamp,Tair_C,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C,Site_Name
12/19/23 23:00,2023-12-20T04:28:51Z,-3.842857142857143,-0.7528571428571429,-2.6342857142857143,-2.545714285714286,-2.822857142857143,-2.8057142857142856,-2.8842857142857143,-2.642857142857143,-1.8757142857142857,0.8314285714285714,3.991428571428571,5.292857142857143,E1
12/20/23 00:00,2023-12-20T05:29:00Z,-4.175,-1.47875,-2.94,-2.86,-3.1175,-3.09375,-3.16375,-2.92125,-2.125,0.65,3.80625,5.25,E1
12/20/23 01:00,2023-12-20T06:29:00Z,-4.785714285714286,-2.0714285714285716,-3.6185714285714283,-3.474285714285714,-3.777142857142857,-3.76,-3.8314285714285714,-3.5542857142857143,-2.662857142857143,0.42142857142857143,3.6085714285714285,5.215714285714286,E1
12/20/23 02:00,2023-12-20T07:29:00Z,-5.3,-2.65,-4.2125,-4.09375,-4.385,-4.3525,-4.40125,-4.11125,-3.10375,0.27375,3.455,5.1825,E1
12/20/23 03:00,2023-12-20T08:29:34Z,-6,-3.34,-5.081428571428572,-4.965714285714285,-5.268571428571429,-5.268571428571429,-5.322857142857143,-5.001428571428572,-3.902857142857143,0.05285714285714286,3.3128571428571427,5.155714285714286,E1
12/20/23 04:00,2023-12-20T09:30:00Z,-6.5875,-4.00125,-5.58625,-5.4475,-5.745,-5.68875,-5.76,-5.43875,-4.25875,-0.09625,3.1825,5.3237499999999995,E1
12/20/23 05:00,2023-12-20T10:30:00Z,-6.885714285714286,-4.474285714285714,-5.841428571428572,-5.644285714285714,-5.992857142857143,-5.928571428571429,-6.018571428571429,-5.661428571428571,-4.457142857142857,-0.19857142857142857,3.0628571428571427,5.251428571428572,E1
12/20/23 06:00,2023-12-20T11:30:00Z,-7.05,-4.8149999999999995,-6.00875,-5.7975,-6.16,-6.12125,-6.175,-5.79875,-4.50875,-0.29625,2.955,5.125,E1
12/20/23 07:00,2023-12-20T12:30:00Z,-7.257142857142857,-5.091428571428572,-6.35,-6.171428571428572,-6.475714285714286,-6.217142857142857,-6.51,-6.1085714285714285,-4.76,-0.44857142857142857,2.85,4.991428571428571,E1
12/20/23 08:00,2023-12-20T13:30:00Z,-7.6125,-5.415,-6.63625,-6.57375,-6.79875,-6.525,-6.8375,-6.48625,-5.28125,-0.7225,2.7425,4.94,E1
12/20/23 09:00,2023-12-20T14:30:00Z,-7.571428571428571,-5.56,-6.717142857142857,-6.724285714285714,-6.882857142857143,-6.572857142857143,-6.901428571428571,-6.624285714285714,-5.555714285714286,-1.0285714285714285,2.61,4.94,E1
12/20/23 10:00,2023-12-20T15:31:00Z,-7.7375,-5.765,-6.7025,-6.75875,-6.907500000000001,-6.66,-6.915,-6.62,-5.5575,-1.2349999999999999,2.515,4.88,E1
12/20/23 11:00,2023-12-20T16:31:00Z,-7.057142857142857,-5.511428571428572,-6.2,-6.3757142857142854,-6.395714285714286,-6.027142857142858,-6.404285714285714,-6.127142857142857,-5.268571428571429,-1.43,2.3957142857142855,4.85,E1
12/20/23 12:00,2023-12-20T17:31:00Z,-6.575,-5.16625,-5.695,-5.99375,-5.86875,-5.64875,-5.86875,-5.63375,-4.83875,-1.5150000000000001,2.2800000000000002,4.842499999999999,E1
12/20/23 13:00,2023-12-20T18:31:00Z,-5.757142857142857,-4.491428571428571,-5.018571428571429,-5.268571428571429,-5.18,-5.11,-5.180000000000001,-4.982857142857143,-4.35,-1.5714285714285714,2.1557142857142857,4.94,E1
12/20/23 14:00,2023-12-20T19:31:00Z,-5,-3.635,-4.0175,-4.10375,-4.17375,-4.1049999999999995,-4.15875,-3.9925,-3.4699999999999998,-1.38375,2.0625,4.675,E1
12/20/23 15:00,2023-12-20T20:31:00Z,-3.8000000000000003,-2.137142857142857,-2.1814285714285715,-2.3314285714285714,-2.7157142857142857,-2.644285714285714,-2.6999999999999997,-2.6,-2.1714285714285713,-0.95,2,4.59,E1
12/20/23 16:00,2023-12-20T21:27:51Z,-1.8857142857142857,-0.26857142857142857,-0.11571428571428573,1.252857142857143,0.027142857142857135,0.17714285714285716,0.04285714285714287,-0.15285714285714286,0.13428571428571429,-0.08285714285714287,1.957142857142857,4.517142857142857,E1
12/20/23 17:00,2023-12-20T22:28:00Z,-1.7,2.0637499999999998,0.24875,1.4625,0.17250000000000001,0.18750000000000003,0.14125,0.05499999999999999,0.39125,0.15625,1.9625,4.4775,E1
12/20/23 18:00,2023-12-20T23:28:00Z,-0.4285714285714286,3.814285714285714,1.4742857142857142,2.197142857142857,1.27,1.0257142857142858,0.9028571428571428,0.7328571428571429,0.9557142857142857,0.3142857142857143,2,4.44,E1
12/20/23 19:00,2023-12-21T00:28:52Z,-0.45,3.9924999999999997,0.4475,0.515,0.5325,0.53375,0.39125,0.33625,0.58625,0.31375,2.045,4.44,E1
12/20/23 20:00,2023-12-21T01:29:00Z,-1.0285714285714285,3.1,-0.6157142857142858,-0.6971428571428572,-0.7757142857142857,-0.9042857142857142,-1.0085714285714285,-0.94,-0.6,0.10857142857142857,2.09,4.44,E1
12/20/23 21:00,2023-12-21T02:29:15Z,-2.975,1.0725,-2.2525,-2.61125,-2.5725,-2.535,-2.59625,-2.3775,-1.79,-0.11125,2.12125,4.44,E1
12/20/23 22:00,2023-12-21T03:30:00Z,-3.257142857142857,-0.3128571428571429,-2.375714285714286,-2.564285714285714,-2.624285714285714,-2.5814285714285714,-2.6514285714285712,-2.4485714285714284,-1.9114285714285715,-0.19,2.13,4.44,E1
12/20/23 23:00,2023-12-21T04:30:00Z,-3.3625,-0.89125,-2.235,-2.24375,-2.4699999999999998,-2.425,-2.485,-2.28875,-1.775,-0.22,2.13,4.41,E1
12/21/23 00:00,2023-12-21T05:30:00Z,-3.357142857142857,-1.1642857142857141,-2.2685714285714287,-2.2328571428571427,-2.474285714285714,-2.4314285714285715,-2.5,-2.3042857142857143,-1.83,-0.2842857142857143,2.13,4.388571428571429,E1
12/21/23 01:00,2023-12-21T06:30:30Z,-3.5,-1.3125,-2.40125,-2.3762499999999998,-2.6175,-2.57,-2.635,-2.48625,-2.01625,-0.395,2.10375,4.3875,E1
12/21/23 02:00,2023-12-21T07:31:00Z,-3.6714285714285713,-1.457142857142857,-2.742857142857143,-2.6714285714285713,-2.7071428571428573,-2.9114285714285715,-2.9828571428571427,-2.822857142857143,-2.3842857142857143,-0.5985714285714285,2.08,4.37,E1
12/21/23 03:00,2023-12-21T08:31:00Z,-4.0625,-1.7525,-3.1574999999999998,-3.3137499999999998,-3.45375,-3.415,-3.47875,-3.2975,-2.78125,-0.76625,2.06,4.3275,E1
12/21/23 04:00,2023-12-21T09:31:00Z,-4.557142857142857,-2.1614285714285715,-3.7071428571428573,-3.7685714285714287,-3.9299999999999997,-3.8857142857142857,-3.9657142857142857,-3.76,-3.2671428571428573,-0.9742857142857143,2.0085714285714285,4.301428571428571,E1
12/21/23 05:00,2023-12-21T10:27:00Z,-5.085714285714285,-2.6,-4.208571428571428,-4.1414285714285715,-4.392857142857142,-4.347142857142857,-4.421428571428572,-4.234285714285714,-3.625714285714286,-1.1285714285714286,1.9914285714285713,4.292857142857143,E1
12/21/23 06:00,2023-12-21T11:28:00Z,-5.7,-3.135,-4.7275,-4.6125,-4.93125,-4.90875,-4.96125,-4.75125,-4.08,-1.33625,1.94,4.3125,E1
12/21/23 07:00,2023-12-21T12:28:00Z,-6.085714285714285,-3.617142857142857,-4.974285714285714,-4.777142857142857,-5.152857142857143,-5.154285714285715,-5.1971428571428575,-4.974285714285714,-4.2700000000000005,-1.4914285714285713,1.88,4.4228571428571435,E1
12/21/23 08:00,2023-12-21T13:28:00Z,-6.375,-3.9387499999999998,-5.3275,-5.19,-5.49375,-5.46375,-5.5325,-5.32,-4.6825,-1.75125,1.81875,4.447500000000001,E1
12/21/23 09:00,2023-12-21T14:28:00Z,-7.014285714285714,-4.43,-6.2785714285714285,-6.365714285714286,-6.467142857142857,-6.241428571428571,-6.5285714285714285,-6.295714285714286,-5.545714285714286,-2.1814285714285715,1.7414285714285713,4.191428571428571,E1
12/21/23 10:00,2023-12-21T15:28:00Z,-8.0125,-5.18125,-7.2675,-7.385,-7.5175,-7.36,-7.5475,-7.345,-6.56375,-2.79,1.66,4.13,E1
12/21/23 11:00,2023-12-21T16:28:00Z,-9.242857142857144,-6.171428571428572,-8.51142857142857,-8.517142857142858,-8.707142857142857,-8.69,-8.768571428571429,-8.528571428571428,-7.601428571428571,-3.3585714285714285,1.5614285714285714,4.06,E1
12/21/23 12:00,2023-12-21T17:28:37Z,-10.2,-7.15,-9.17375,-9.01,-9.345,-9.3225,-9.41375,-9.11875,-8.0875,-3.6975,1.4475,4.015,E1
