hour,timestamp,Tair_C,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C,Site_Name
11/30/23 14:00,2023-11-30T19:31:00Z,-1.3142857142857143,-2.6614285714285715,-3.3314285714285714,-3.402857142857143,-2.867142857142857,-2.9585714285714286,-2.045714285714286,-0.8942857142857142,0.2671428571428571,1.3599999999999999,3.44,5.292857142857143,C3
11/30/23 15:00,2023-11-30T20:31:00Z,-0.05,-0.8062499999999999,-2.2824999999999998,-2.3137499999999998,-1.1425,-1.76375,-1.08,-0.51,0.35375,1.38,3.44,5.295,C3
11/30/23 16:00,2023-11-30T21:31:00Z,1.0285714285714285,1.8857142857142857,-0.8214285714285714,-0.8385714285714286,0.034285714285714274,-0.30571428571428566,-0.09,-0.11714285714285715,0.4828571428571429,1.38,3.44,5.301428571428571,C3
11/30/23 17:00,2023-11-30T22:31:00Z,2.6875,5.79875,0.81375,0.76625,1.9849999999999999,0.64875,0.4775,0.1125,0.5,1.38,3.44,5.302499999999999,C3
11/30/23 18:00,2023-11-30T23:31:08Z,2.8285714285714283,7.011428571428572,0.5357142857142857,0.3842857142857143,1.0728571428571427,0.13428571428571426,0.2885714285714286,0.09,0.5257142857142857,1.3885714285714286,3.4057142857142857,5.284285714285714,C3
11/30/23 19:00,2023-12-01T00:36:30Z,3.1375,4.805,1.31375,1.19,2.39125,0.52375,0.16625,0.10375000000000001,0.545,1.395,3.41,5.295,C3
11/30/23 20:00,2023-12-01T01:31:00Z,2.0714285714285716,4.885714285714286,0.051428571428571435,-0.24857142857142858,0.7957142857142857,-1.002857142857143,-0.66,-0.08,0.5,1.38,3.3885714285714283,5.284285714285714,C3
11/30/23 21:00,2023-12-01T02:31:00Z,0.27499999999999997,2.415,-1.75,-2.1025,-1.525,-2.54875,-1.6275,-0.4375,0.47,1.38,3.395,5.2725,C3
11/30/23 22:00,2023-12-01T03:31:51Z,-0.04285714285714286,0.3942857142857143,-1.8042857142857143,-2.2857142857142856,-1.5485714285714285,-2.8128571428571427,-2.037142857142857,-0.6814285714285714,0.4057142857142857,1.38,3.3885714285714283,5.25,C3
11/30/23 23:00,2023-12-01T04:28:00Z,-0.45714285714285713,-0.6185714285714285,-2.28,-2.7342857142857144,-1.8599999999999999,-3.2257142857142855,-2.341428571428571,-0.8228571428571428,0.35,1.38,3.38,5.267142857142857,C3
12/13/23 00:00,2023-12-13T05:30:00Z,-1.542857142857143,-2.3585714285714285,-3.4485714285714284,-3.8685714285714288,-3.25,-4.115714285714286,-3.0285714285714285,-1,0.38,1.25,2.7157142857142857,4.258571428571429,C3
12/13/23 01:00,2023-12-13T06:30:00Z,-1.325,-2.60875,-3.50875,-3.8525,-3.15625,-4.245,-3.0925000000000002,-1.0474999999999999,0.35375,1.22,2.7425,4.2575,C3
12/13/23 02:00,2023-12-13T07:30:00Z,-1.7285714285714286,-2.9571428571428573,-3.4828571428571427,-3.842857142857143,-3.35,-3.991428571428571,-2.9657142857142857,-1.0457142857142858,0.32,1.2157142857142857,2.75,4.275714285714286,C3
12/13/23 03:00,2023-12-13T08:30:00Z,-1.0375,-2.63375,-2.7125,-2.95375,-2.07,-2.98625,-2.2125,-0.7975,0.38,1.2349999999999999,2.75,4.265,C3
12/13/23 04:00,2023-12-13T09:30:00Z,-0.7857142857142857,-2.2514285714285713,-2.322857142857143,-2.527142857142857,-1.7242857142857142,-2.4642857142857144,-1.77,-0.6271428571428571,0.44,1.2414285714285713,2.75,4.301428571428571,C3
12/13/23 05:00,2023-12-13T10:30:00Z,-0.325,-1.82125,-2.3449999999999998,-2.6262499999999998,-1.76,-2.7975,-1.92375,-0.57875,0.44,1.25,2.75,4.302499999999999,C3
12/13/23 06:00,2023-12-13T11:30:00Z,-1.457142857142857,-2.1357142857142857,-3.3328571428571427,-3.662857142857143,-3.144285714285714,-3.8485714285714283,-2.722857142857143,-0.8685714285714285,0.38,1.2328571428571429,2.75,4.31,C3
12/13/23 07:00,2023-12-13T12:30:00Z,-0.5125,-2.1025,-1.81375,-2.0575,-1.65,-2.2525,-1.8275000000000001,-0.6637500000000001,0.4025,1.2349999999999999,2.75,4.31,C3
12/13/23 08:00,2023-12-13T13:30:00Z,-0.24285714285714285,-1.5357142857142858,-2.0385714285714287,-2.297142857142857,-1.2857142857142858,-2.5357142857142856,-1.7957142857142856,-0.5471428571428572,0.43142857142857144,1.25,2.75,4.31,C3
12/13/23 09:00,2023-12-13T14:30:00Z,-0.575,-1.67375,-2.34375,-2.60125,-1.64875,-3.0025,-2.1887499999999998,-0.7125,0.4025,1.2349999999999999,2.75,4.31,C3
12/13/23 10:00,2023-12-13T15:30:00Z,-0.7857142857142857,-1.812857142857143,-2.67,-2.9385714285714286,-2.4042857142857144,-3.295714285714286,-2.4214285714285713,-0.7871428571428571,0.37,1.2242857142857142,2.75,4.31,C3
12/13/23 11:00,2023-12-13T16:30:00Z,-0.9375,-1.9775,-2.69875,-2.9325,-2.6425,-3.18125,-2.2975,-0.78,0.38,1.205,2.75,4.31,C3
12/13/23 12:00,2023-12-13T17:30:00Z,-1.2142857142857144,-2.1271428571428572,-3.1614285714285715,-3.42,-2.572857142857143,-3.724285714285714,-2.537142857142857,-0.8042857142857143,0.38,1.1985714285714286,2.75,4.31,C3
12/13/23 13:00,2023-12-13T18:30:00Z,-0.925,-2.0575,-2.6574999999999998,-2.89125,-2.1262499999999998,-3.22875,-2.36125,-0.7825,0.35375,1.2125,2.75,4.31,C3
12/13/23 14:00,2023-12-13T19:30:00Z,0.12857142857142856,-0.8228571428571428,-1.697142857142857,-1.8585714285714285,-1.1357142857142857,-1.8314285714285714,-1.2257142857142858,-0.3485714285714286,0.4828571428571429,1.25,2.75,4.31,C3
12/13/23 15:00,2023-12-13T20:30:30Z,1.6375,1.35875,-0.7975,-0.8687499999999999,0.006250000000000026,-1.03375,-0.8075,-0.17375000000000002,0.5525,1.25,2.765,4.31,C3
12/13/23 16:00,2023-12-13T21:31:00Z,-0.32857142857142857,0.9228571428571428,-2.2685714285714287,-2.4642857142857144,-1.9314285714285715,-2.537142857142857,-1.4842857142857142,-0.36,0.5171428571428571,1.25,2.75,4.31,C3
12/13/23 17:00,2023-12-13T22:31:00Z,-0.4125,0.88125,-2.3375,-2.415,-1.32125,-2.39375,-1.23625,-0.29125,0.5387500000000001,1.25,2.7875,4.31875,C3
12/13/23 18:00,2023-12-13T23:31:00Z,-2.3285714285714287,-0.5542857142857143,-4.061428571428571,-4.2057142857142855,-3.5185714285714287,-3.8499999999999996,-1.93,-0.4828571428571429,0.4657142857142857,1.25,2.7671428571428573,4.33,C3
